72040231,mouse,W_onePointtwofive,D_six,1.705113,0
72040231,mouse,W_onePointtwofive,D_six,1.790876,0
72040231,mouse,W_onePointtwofive,D_six,1.618166,0
72040231,mouse,W_onePointtwofive,D_six,1.267384,0
72040231,mouse,W_onePointtwofive,D_six,1.464705,0
72040231,mouse,W_onePointtwofive,D_six,1.276157,0
72040231,mouse,W_onePointtwofive,D_six,1.817906,0
72040231,mouse,W_onePointtwofive,D_six,1.577107,0
72040231,mouse,W_onePointtwofive,D_six,1.73895,0
72040231,mouse,W_onePointtwofive,D_six,1.429225,0
72040231,mouse,W_two,D_six,2.792633,0
72040231,mouse,W_two,D_six,1.556781,0
72040231,mouse,W_two,D_six,1.323871,0
72040231,mouse,W_two,D_six,1.092345,0
72040231,mouse,W_two,D_six,1.234792,0
72040231,mouse,W_two,D_six,1.224879,0
72040231,mouse,W_two,D_six,1.113414,0
72040231,mouse,W_two,D_six,1.259901,0
72040231,mouse,W_two,D_six,1.106428,0
72040231,mouse,W_two,D_six,1.090316,0
72040231,mouse,W_halfPoint,D_six,2.237597,0
72040231,mouse,W_halfPoint,D_six,2.395352,0
72040231,mouse,W_halfPoint,D_six,1.675948,0
72040231,mouse,W_halfPoint,D_six,1.567524,0
72040231,mouse,W_halfPoint,D_six,2.166871,0
72040231,mouse,W_halfPoint,D_six,1.838428,0
72040231,mouse,W_halfPoint,D_six,1.623414,0
72040231,mouse,W_halfPoint,D_six,1.579002,0
72040231,mouse,W_halfPoint,D_six,1.912989,0
72040231,mouse,W_halfPoint,D_six,1.932061,0
72040231,mouse,W_onePointtwofive,D_ten,1.636427,0
72040231,mouse,W_onePointtwofive,D_ten,2.399142,0
72040231,mouse,W_onePointtwofive,D_ten,1.36721,0
72040231,mouse,W_onePointtwofive,D_ten,2.029791,0
72040231,mouse,W_onePointtwofive,D_ten,1.473241,0
72040231,mouse,W_onePointtwofive,D_ten,2.240401,0
72040231,mouse,W_onePointtwofive,D_ten,1.751068,0
72040231,mouse,W_onePointtwofive,D_ten,1.55077,0
72040231,mouse,W_onePointtwofive,D_ten,2.25356,0
72040231,mouse,W_onePointtwofive,D_ten,1.607678,0
72040231,mouse,W_two,D_ten,1.555147,0
72040231,mouse,W_two,D_ten,1.287839,0
72040231,mouse,W_two,D_ten,1.360868,0
72040231,mouse,W_two,D_ten,1.326982,0
72040231,mouse,W_two,D_ten,1.53183,0
72040231,mouse,W_two,D_ten,1.944172,0
72040231,mouse,W_two,D_ten,1.569521,0
72040231,mouse,W_two,D_ten,1.427596,0
72040231,mouse,W_two,D_ten,1.17134,0
72040231,mouse,W_two,D_ten,1.107842,0
72040231,mouse,W_halfPoint,D_ten,2.296269,0
72040231,mouse,W_halfPoint,D_ten,2.224763,0
72040231,mouse,W_halfPoint,D_ten,2.410078,0
72040231,mouse,W_halfPoint,D_ten,2.198243,0
72040231,mouse,W_halfPoint,D_ten,1.716833,0
72040231,mouse,W_halfPoint,D_ten,2.266335,0
72040231,mouse,W_halfPoint,D_ten,2.103202,0
72040231,mouse,W_halfPoint,D_ten,2.450624,0
72040231,mouse,W_halfPoint,D_ten,1.699144,0
72040231,mouse,W_halfPoint,D_ten,1.736708,0
72040231,mouse,W_onePointtwofive,D_three,1.936825,0
72040231,mouse,W_onePointtwofive,D_three,2.459309,0
72040231,mouse,W_onePointtwofive,D_three,2.228448,0
72040231,mouse,W_onePointtwofive,D_three,1.297202,0
72040231,mouse,W_onePointtwofive,D_three,1.404431,0
72040231,mouse,W_onePointtwofive,D_three,1.324126,0
72040231,mouse,W_onePointtwofive,D_three,1.69323,0
72040231,mouse,W_onePointtwofive,D_three,1.502373,0
72040231,mouse,W_onePointtwofive,D_three,2.149407,0
72040231,mouse,W_onePointtwofive,D_three,1.67976,0
72040231,mouse,W_two,D_three,1.470703,0
72040231,mouse,W_two,D_three,1.849826,0
72040231,mouse,W_two,D_three,1.68314,0
72040231,mouse,W_two,D_three,1.983658,0
72040231,mouse,W_two,D_three,1.726286,0
72040231,mouse,W_two,D_three,1.832196,0
72040231,mouse,W_two,D_three,1.710867,0
72040231,mouse,W_two,D_three,1.567654,0
72040231,mouse,W_two,D_three,2.126112,0
72040231,mouse,W_two,D_three,2.298321,0
72040231,mouse,W_halfPoint,D_three,2.127868,0
72040231,mouse,W_halfPoint,D_three,1.845425,0
72040231,mouse,W_halfPoint,D_three,1.307346,0
72040231,mouse,W_halfPoint,D_three,1.636514,0
72040231,mouse,W_halfPoint,D_three,1.198479,0
72040231,mouse,W_halfPoint,D_three,1.462905,0
72040231,mouse,W_halfPoint,D_three,1.543633,0
72040231,mouse,W_halfPoint,D_three,1.371974,0
72040231,mouse,W_halfPoint,D_three,1.237706,0
72040231,mouse,W_halfPoint,D_three,1.692425,0
